"customer_id","current_age","gender","numeric_yearly_income","numeric_total_debt","credit_score","dti_ratio","generational_segment","credit_score_bucket"
1255,24,Male,31006.00,71031.00,681,2749.06,Gen Z,Medium Risk (600-740)
85,29,Male,32636.00,42290.00,782,1554.97,Gen Z,Low Risk (>740)
1382,58,Male,25883.00,44404.00,706,2058.68,Gen X,Medium Risk (600-740)
1932,26,Female,19069.00,23153.00,658,1457.00,Gen Z,Medium Risk (600-740)
1217,59,Female,44992.00,53368.00,785,1423.40,Gen X,Low Risk (>740)
514,58,Male,32295.00,72357.00,698,2688.60,Gen X,Medium Risk (600-740)
232,57,Female,69159.00,135111.00,786,2344.35,Gen X,Low Risk (>740)
445,42,Female,12643.00,19299.00,645,1831.75,Millennials,Medium Risk (600-740)
1206,34,Female,87030.00,161964.00,727,2233.22,Millennials,Medium Risk (600-740)
1276,82,Female,41793.00,1141.00,730,32.76,Boomers+,Medium Risk (600-740)
875,39,Male,41907.00,87163.00,728,2495.90,Millennials,Medium Risk (600-740)
1546,48,Male,40336.00,144284.00,668,4292.46,Gen X,Medium Risk (600-740)
422,19,Female,31683.00,46987.00,817,1779.64,Gen Z,Low Risk (>740)
519,57,Female,39508.00,18870.00,770,573.15,Gen X,Low Risk (>740)
1408,42,Male,24859.00,43986.00,683,2123.30,Millennials,Medium Risk (600-740)
1204,42,Male,69440.00,129944.00,743,2245.58,Millennials,Low Risk (>740)
276,25,Male,21666.00,38058.00,610,2107.89,Gen Z,Medium Risk (600-740)
1133,30,Female,46599.00,12700.00,684,327.05,Millennials,Medium Risk (600-740)
1035,22,Male,50525.00,118160.00,701,2806.37,Gen Z,Medium Risk (600-740)
710,60,Female,52397.00,72810.00,729,1667.50,Gen X,Medium Risk (600-740)
582,53,Male,39222.00,66559.00,583,2036.38,Gen X,High Risk (<600)
821,73,Male,18015.00,10463.00,645,696.95,Boomers+,Medium Risk (600-740)
1352,65,Female,42102.00,9645.00,672,274.90,Boomers+,Medium Risk (600-740)
831,36,Male,37316.00,37515.00,726,1206.40,Millennials,Medium Risk (600-740)
936,18,Female,41717.00,27174.00,718,781.67,Gen Z,Medium Risk (600-740)
578,75,Male,20797.00,10127.00,777,584.33,Boomers+,Low Risk (>740)
1997,76,Male,38800.00,25867.00,758,800.01,Boomers+,Low Risk (>740)
258,51,Male,29622.00,17385.00,694,704.27,Gen X,Medium Risk (600-740)
851,88,Female,31399.00,2528.00,757,96.61,Boomers+,Low Risk (>740)
1951,48,Female,63355.00,0.00,708,0.00,Gen X,Medium Risk (600-740)
1978,19,Female,31197.00,84749.00,844,3259.89,Gen Z,Low Risk (>740)
1897,38,Male,104049.00,247623.00,741,2855.84,Millennials,Low Risk (>740)
972,35,Male,50177.00,101323.00,681,2423.17,Millennials,Medium Risk (600-740)
1010,40,Female,34344.00,48931.00,548,1709.68,Millennials,High Risk (<600)
1243,31,Female,34884.00,26799.00,705,921.88,Millennials,Medium Risk (600-740)
1976,33,Female,56897.00,0.00,699,0.00,Millennials,Medium Risk (600-740)
91,38,Female,72647.00,90579.00,739,1496.20,Millennials,Medium Risk (600-740)
1606,49,Male,51755.00,88605.00,806,2054.41,Gen X,Low Risk (>740)
1201,60,Male,115465.00,195657.00,715,2033.42,Gen X,Medium Risk (600-740)
1887,18,Male,35731.00,71825.00,503,2412.19,Gen Z,High Risk (<600)
195,18,Female,64936.00,107755.00,688,1991.28,Gen Z,Medium Risk (600-740)
874,24,Male,62711.00,68777.00,798,1316.08,Gen Z,Low Risk (>740)
1317,41,Female,30910.00,42507.00,749,1650.22,Millennials,Low Risk (>740)
1311,27,Male,43264.00,89798.00,729,2490.70,Gen Z,Medium Risk (600-740)
785,18,Male,48909.00,71310.00,740,1749.62,Gen Z,Medium Risk (600-740)
662,32,Female,85694.00,120733.00,822,1690.66,Millennials,Low Risk (>740)
847,81,Female,27864.00,1371.00,591,59.04,Boomers+,High Risk (<600)
685,21,Male,44513.00,105303.00,778,2838.80,Gen Z,Low Risk (>740)
617,27,Female,58026.00,133169.00,691,2753.99,Gen Z,Medium Risk (600-740)
23,18,Female,63600.00,102773.00,645,1939.11,Gen Z,Medium Risk (600-740)
339,19,Female,31797.00,5400.00,843,203.79,Gen Z,Low Risk (>740)
280,40,Female,44585.00,81825.00,684,2202.31,Millennials,Medium Risk (600-740)
1473,51,Female,41427.00,53773.00,850,1557.62,Gen X,Low Risk (>740)
65,51,Female,34517.00,74143.00,645,2577.62,Gen X,Medium Risk (600-740)
1353,50,Female,43294.00,104521.00,816,2897.06,Gen X,Low Risk (>740)
736,27,Female,61317.00,0.00,741,0.00,Gen Z,Low Risk (>740)
1670,68,Male,50184.00,27778.00,732,664.23,Boomers+,Medium Risk (600-740)
1776,47,Male,43133.00,44263.00,693,1231.44,Gen X,Medium Risk (600-740)
1474,23,Female,44361.00,71031.00,705,1921.44,Gen Z,Medium Risk (600-740)
951,57,Female,26664.00,12241.00,709,550.90,Gen X,Medium Risk (600-740)
1818,85,Female,41843.00,1741.00,500,49.93,Boomers+,High Risk (<600)
1450,22,Male,49952.00,95184.00,780,2286.61,Gen Z,Low Risk (>740)
1524,26,Male,99883.00,171034.00,732,2054.81,Gen Z,Medium Risk (600-740)
1789,40,Female,38527.00,36933.00,684,1150.35,Millennials,Medium Risk (600-740)
767,32,Female,36729.00,48624.00,686,1588.63,Millennials,Medium Risk (600-740)
678,63,Female,29477.00,56355.00,850,2294.20,Boomers+,Low Risk (>740)
471,52,Male,71645.00,155006.00,629,2596.23,Gen X,Medium Risk (600-740)
757,62,Female,46232.00,68957.00,691,1789.85,Boomers+,Medium Risk (600-740)
1724,20,Female,36775.00,102641.00,850,3349.26,Gen Z,Low Risk (>740)
1603,41,Male,38812.00,16331.00,762,504.93,Millennials,Low Risk (>740)
224,20,Female,40130.00,55801.00,798,1668.61,Gen Z,Low Risk (>740)
808,38,Female,36045.00,0.00,683,0.00,Millennials,Medium Risk (600-740)
1326,52,Female,66489.00,83828.00,731,1512.94,Gen X,Medium Risk (600-740)
158,31,Female,41475.00,0.00,747,0.00,Millennials,Low Risk (>740)
1928,56,Male,55682.00,82696.00,750,1782.18,Gen X,Low Risk (>740)
1575,51,Female,57646.00,127892.00,724,2662.29,Gen X,Medium Risk (600-740)
1608,19,Female,39556.00,132573.00,572,4021.83,Gen Z,High Risk (<600)
1455,36,Male,34330.00,15223.00,713,532.12,Millennials,Medium Risk (600-740)
1916,82,Male,10142.00,1809.00,767,214.04,Boomers+,Low Risk (>740)
1617,30,Male,76867.00,118029.00,659,1842.60,Millennials,Medium Risk (600-740)
143,22,Female,52379.00,107734.00,771,2468.18,Gen Z,Low Risk (>740)
1176,39,Male,57348.00,119230.00,527,2494.87,Millennials,High Risk (<600)
1194,49,Male,38041.00,27813.00,782,877.36,Gen X,Low Risk (>740)
423,28,Female,53053.00,42396.00,696,958.95,Gen Z,Medium Risk (600-740)
580,35,Male,36857.00,3112.00,768,101.32,Millennials,Low Risk (>740)
4,54,Female,76431.00,115362.00,716,1811.23,Gen X,Medium Risk (600-740)
530,78,Male,18100.00,0.00,682,0.00,Boomers+,Medium Risk (600-740)
1826,45,Female,16628.00,33926.00,654,2448.35,Millennials,Medium Risk (600-740)
595,79,Male,29041.00,4427.00,699,182.93,Boomers+,Medium Risk (600-740)
1022,47,Female,35876.00,50190.00,635,1678.78,Gen X,Medium Risk (600-740)
1108,19,Male,81995.00,133788.00,685,1957.99,Gen Z,Medium Risk (600-740)
246,50,Female,82298.00,0.00,791,0.00,Gen X,Low Risk (>740)
270,30,Male,61916.00,165886.00,655,3215.05,Millennials,Medium Risk (600-740)
1945,56,Female,30042.00,9208.00,727,367.81,Gen X,Medium Risk (600-740)
1540,55,Female,44839.00,63194.00,625,1691.22,Gen X,Medium Risk (600-740)
1149,25,Male,60638.00,132252.00,661,2617.21,Gen Z,Medium Risk (600-740)
1438,26,Female,30049.00,80474.00,700,3213.71,Gen Z,Medium Risk (600-740)
409,54,Female,29699.00,6569.00,711,265.42,Gen X,Medium Risk (600-740)
694,29,Male,41836.00,60302.00,615,1729.67,Gen Z,Medium Risk (600-740)
382,55,Male,23103.00,63635.00,681,3305.29,Gen X,Medium Risk (600-740)
629,72,Male,57513.00,11755.00,793,245.27,Boomers+,Low Risk (>740)
1211,66,Female,38249.00,0.00,746,0.00,Boomers+,Low Risk (>740)
823,41,Female,41496.00,9222.00,807,266.69,Millennials,Low Risk (>740)
1304,24,Female,90812.00,175569.00,850,2319.99,Gen Z,Low Risk (>740)
89,35,Male,30217.00,23394.00,705,929.04,Millennials,Medium Risk (600-740)
1751,29,Female,61581.00,241312.00,736,4702.33,Gen Z,Medium Risk (600-740)
888,53,Male,33566.00,96597.00,698,3453.39,Gen X,Medium Risk (600-740)
81,66,Female,35560.00,60397.00,723,2038.14,Boomers+,Medium Risk (600-740)
1021,21,Female,64630.00,92847.00,751,1723.91,Gen Z,Low Risk (>740)
826,67,Female,57705.00,22475.00,684,467.38,Boomers+,Medium Risk (600-740)
87,58,Male,24155.00,2870.00,802,142.58,Gen X,Low Risk (>740)
1833,27,Male,35026.00,11468.00,743,392.90,Gen Z,Low Risk (>740)
829,29,Female,36404.00,11745.00,726,387.16,Gen Z,Medium Risk (600-740)
1879,50,Male,38179.00,50559.00,609,1589.11,Gen X,Medium Risk (600-740)
236,36,Female,161276.00,317964.00,540,2365.86,Millennials,High Risk (<600)
1619,31,Male,32086.00,53595.00,747,2004.43,Millennials,Low Risk (>740)
1146,22,Female,37505.00,57014.00,714,1824.20,Gen Z,Medium Risk (600-740)
803,69,Female,46487.00,57336.00,635,1480.05,Boomers+,Medium Risk (600-740)
193,23,Female,37891.00,66163.00,749,2095.37,Gen Z,Low Risk (>740)
1686,54,Female,61312.00,25355.00,708,496.25,Gen X,Medium Risk (600-740)
1959,46,Male,52130.00,80367.00,701,1850.00,Gen X,Medium Risk (600-740)
1342,27,Female,40744.00,50803.00,717,1496.26,Gen Z,Medium Risk (600-740)
1371,86,Female,49529.00,1385.00,689,33.56,Boomers+,Medium Risk (600-740)
1067,76,Male,41790.00,24676.00,719,708.57,Boomers+,Medium Risk (600-740)
1019,81,Female,29928.00,2028.00,713,81.32,Boomers+,Medium Risk (600-740)
1568,47,Female,42976.00,58765.00,748,1640.87,Gen X,Low Risk (>740)
1765,40,Male,32126.00,56283.00,770,2102.33,Millennials,Low Risk (>740)
1875,56,Male,45202.00,71022.00,683,1885.46,Gen X,Medium Risk (600-740)
1111,20,Female,34907.00,64107.00,742,2203.81,Gen Z,Low Risk (>740)
1160,27,Male,34591.00,65770.00,688,2281.63,Gen Z,Medium Risk (600-740)
1574,22,Female,31933.00,65405.00,746,2457.83,Gen Z,Low Risk (>740)
189,42,Male,52165.00,97248.00,730,2237.09,Millennials,Medium Risk (600-740)
466,58,Female,29519.00,45597.00,643,1853.60,Gen X,Medium Risk (600-740)
659,57,Male,32583.00,12501.00,812,460.40,Gen X,Low Risk (>740)
942,37,Male,59139.00,128870.00,742,2614.92,Millennials,Low Risk (>740)
1234,44,Male,62185.00,114235.00,749,2204.42,Millennials,Low Risk (>740)
841,22,Male,35800.00,65841.00,753,2206.96,Gen Z,Low Risk (>740)
1388,26,Male,72485.00,31605.00,691,523.23,Gen Z,Medium Risk (600-740)
1056,24,Female,52036.00,26232.00,703,604.94,Gen Z,Medium Risk (600-740)
345,33,Male,35499.00,80517.00,724,2721.78,Millennials,Medium Risk (600-740)
308,44,Male,31015.00,103094.00,737,3988.81,Millennials,Medium Risk (600-740)
1922,79,Male,53222.00,23051.00,640,519.73,Boomers+,Medium Risk (600-740)
1156,56,Female,280199.00,91367.00,752,391.29,Gen X,Low Risk (>740)
561,48,Male,36853.00,112139.00,834,3651.45,Gen X,Low Risk (>740)
507,22,Male,37497.00,0.00,695,0.00,Gen Z,Medium Risk (600-740)
1522,88,Female,31828.00,3777.00,593,142.40,Boomers+,High Risk (<600)
695,49,Female,71866.00,132580.00,662,2213.79,Gen X,Medium Risk (600-740)
285,62,Male,34496.00,33122.00,731,1152.20,Boomers+,Medium Risk (600-740)
113,74,Female,39003.00,10793.00,788,332.07,Boomers+,Low Risk (>740)
1039,68,Male,11566.00,9102.00,536,944.35,Boomers+,High Risk (<600)
176,45,Female,52172.00,66085.00,667,1520.01,Millennials,Medium Risk (600-740)
1104,91,Male,40141.00,805.00,850,24.07,Boomers+,Low Risk (>740)
946,48,Male,39733.00,79302.00,781,2395.05,Gen X,Low Risk (>740)
1465,29,Female,51651.00,22705.00,801,527.50,Gen Z,Low Risk (>740)
25,22,Female,49190.00,122458.00,630,2987.39,Gen Z,Medium Risk (600-740)
571,42,Male,36711.00,84949.00,739,2776.79,Millennials,Medium Risk (600-740)
1396,22,Male,46344.00,66994.00,732,1734.70,Gen Z,Medium Risk (600-740)
599,26,Male,100991.00,0.00,722,0.00,Gen Z,Medium Risk (600-740)
1074,62,Female,32819.00,25393.00,826,928.47,Boomers+,Low Risk (>740)
214,30,Male,47803.00,81929.00,652,2056.67,Millennials,Medium Risk (600-740)
771,44,Male,38661.00,88636.00,765,2751.18,Millennials,Low Risk (>740)
520,45,Male,57658.00,74288.00,766,1546.11,Millennials,Low Risk (>740)
288,45,Female,22249.00,20420.00,789,1101.35,Millennials,Low Risk (>740)
1979,38,Female,64647.00,58250.00,738,1081.26,Millennials,Medium Risk (600-740)
1253,32,Female,58749.00,113308.00,768,2314.42,Millennials,Low Risk (>740)
311,46,Female,29510.00,47153.00,752,1917.44,Gen X,Low Risk (>740)
1346,53,Female,36672.00,99454.00,655,3254.38,Gen X,Medium Risk (600-740)
1622,41,Female,79271.00,211919.00,759,3208.02,Millennials,Low Risk (>740)
852,35,Female,40156.00,70128.00,738,2095.67,Millennials,Medium Risk (600-740)
1394,30,Female,57853.00,131828.00,558,2734.41,Millennials,High Risk (<600)
957,73,Female,37789.00,24575.00,605,780.39,Boomers+,Medium Risk (600-740)
515,61,Male,41865.00,60911.00,676,1745.93,Boomers+,Medium Risk (600-740)
1303,66,Male,61937.00,138153.00,684,2676.65,Boomers+,Medium Risk (600-740)
1287,32,Female,32274.00,72974.00,545,2713.29,Millennials,High Risk (<600)
296,48,Male,75785.00,117920.00,814,1867.18,Gen X,Low Risk (>740)
1059,50,Male,45560.00,79660.00,644,2098.16,Gen X,Medium Risk (600-740)
1378,46,Female,40810.00,65643.00,614,1930.20,Gen X,Medium Risk (600-740)
1297,58,Male,38371.00,50530.00,703,1580.26,Gen X,Medium Risk (600-740)
1727,46,Female,48762.00,143208.00,771,3524.25,Gen X,Low Risk (>740)
310,26,Male,58435.00,134789.00,666,2767.98,Gen Z,Medium Risk (600-740)
673,48,Male,39124.00,66231.00,722,2031.42,Gen X,Medium Risk (600-740)
1283,50,Male,63673.00,147913.00,591,2787.61,Gen X,High Risk (<600)
1239,34,Female,38081.00,28613.00,811,901.65,Millennials,Low Risk (>740)
1691,23,Female,29450.00,36002.00,692,1466.97,Gen Z,Medium Risk (600-740)
1078,56,Female,57576.00,161107.00,589,3357.79,Gen X,High Risk (<600)
124,31,Female,34311.00,6971.00,680,243.81,Millennials,Medium Risk (600-740)
99,63,Female,54095.00,76109.00,753,1688.34,Boomers+,Low Risk (>740)
1722,24,Female,24648.00,32962.00,600,1604.77,Gen Z,Medium Risk (600-740)
562,37,Female,66863.00,89031.00,673,1597.85,Millennials,Medium Risk (600-740)
750,61,Female,30165.00,36972.00,694,1470.79,Boomers+,Medium Risk (600-740)
1223,53,Male,189490.00,448929.00,717,2842.97,Gen X,Medium Risk (600-740)
1319,19,Female,48582.00,189348.00,546,4676.99,Gen Z,High Risk (<600)
575,84,Male,26476.00,406.00,813,18.40,Boomers+,Low Risk (>740)
428,39,Male,56486.00,116394.00,689,2472.70,Millennials,Medium Risk (600-740)
828,59,Female,35906.00,69819.00,659,2333.39,Gen X,Medium Risk (600-740)
1580,19,Female,55587.00,151141.00,621,3262.80,Gen Z,Medium Risk (600-740)
1570,21,Female,36733.00,0.00,761,0.00,Gen Z,Low Risk (>740)
846,48,Female,67761.00,0.00,745,0.00,Gen X,Low Risk (>740)
666,57,Male,36282.00,14141.00,725,467.70,Gen X,Medium Risk (600-740)
335,46,Female,56467.00,66565.00,688,1414.60,Gen X,Medium Risk (600-740)
639,55,Female,37645.00,46298.00,654,1475.83,Gen X,Medium Risk (600-740)
386,48,Male,49967.00,62509.00,655,1501.21,Gen X,Medium Risk (600-740)
886,20,Male,64548.00,14864.00,726,276.33,Gen Z,Medium Risk (600-740)
297,20,Male,28421.00,77772.00,738,3283.71,Gen Z,Medium Risk (600-740)
1860,33,Female,35213.00,87653.00,719,2987.07,Millennials,Medium Risk (600-740)
581,48,Male,29962.00,55000.00,684,2202.79,Gen X,Medium Risk (600-740)
1910,49,Male,35868.00,48465.00,562,1621.45,Gen X,High Risk (<600)
731,31,Male,38193.00,39874.00,703,1252.82,Millennials,Medium Risk (600-740)
21,48,Male,43084.00,0.00,850,0.00,Gen X,Low Risk (>740)
273,42,Female,37415.00,66403.00,665,2129.72,Millennials,Medium Risk (600-740)
63,40,Male,35418.00,51741.00,660,1753.04,Millennials,Medium Risk (600-740)
786,18,Male,31259.00,40701.00,798,1562.47,Gen Z,Low Risk (>740)
1886,26,Male,41255.00,85439.00,683,2485.20,Gen Z,Medium Risk (600-740)
103,41,Female,34774.00,78060.00,850,2693.74,Millennials,Low Risk (>740)
1193,90,Female,51717.00,418.00,717,9.70,Boomers+,Medium Risk (600-740)
585,52,Male,41483.00,64715.00,584,1872.04,Gen X,High Risk (<600)
1532,28,Female,34825.00,65082.00,759,2242.60,Gen Z,Low Risk (>740)
1958,51,Male,37346.00,64030.00,680,2057.41,Gen X,Medium Risk (600-740)
744,58,Female,44699.00,21685.00,842,582.16,Gen X,Low Risk (>740)
1836,35,Male,17316.00,26872.00,748,1862.23,Millennials,Low Risk (>740)
477,57,Male,49467.00,77465.00,697,1879.19,Gen X,Medium Risk (600-740)
1713,18,Female,34242.00,0.00,837,0.00,Gen Z,Low Risk (>740)
1506,25,Male,70502.00,90003.00,614,1531.92,Gen Z,Medium Risk (600-740)
357,59,Female,80156.00,61817.00,735,925.45,Gen X,Medium Risk (600-740)
535,51,Female,49737.00,136056.00,643,3282.61,Gen X,Medium Risk (600-740)
778,60,Male,31003.00,23000.00,699,890.24,Gen X,Medium Risk (600-740)
950,23,Female,29376.00,51428.00,629,2100.82,Gen Z,Medium Risk (600-740)
1080,56,Female,29413.00,46043.00,703,1878.48,Gen X,Medium Risk (600-740)
1197,28,Female,55684.00,114269.00,722,2462.52,Gen Z,Medium Risk (600-740)
711,39,Male,40894.00,51844.00,657,1521.32,Millennials,Medium Risk (600-740)
1731,64,Female,47242.00,62224.00,704,1580.56,Boomers+,Medium Risk (600-740)
451,65,Male,28951.00,56777.00,711,2353.37,Boomers+,Medium Risk (600-740)
1290,53,Male,66428.00,197102.00,669,3560.58,Gen X,Medium Risk (600-740)
1817,52,Female,73920.00,166395.00,683,2701.22,Gen X,Medium Risk (600-740)
56,22,Female,21490.00,32587.00,682,1819.66,Gen Z,Medium Risk (600-740)
1383,68,Female,59938.00,36978.00,670,740.33,Boomers+,Medium Risk (600-740)
1915,54,Male,52062.00,97881.00,775,2256.10,Gen X,Low Risk (>740)
1882,58,Male,59322.00,145137.00,694,2935.92,Gen X,Medium Risk (600-740)
1467,26,Female,53254.00,131334.00,736,2959.42,Gen Z,Medium Risk (600-740)
1791,61,Male,32716.00,46919.00,593,1720.96,Boomers+,High Risk (<600)
447,79,Male,30977.00,21507.00,796,833.15,Boomers+,Low Risk (>740)
1640,67,Female,34954.00,5942.00,729,203.99,Boomers+,Medium Risk (600-740)
636,47,Female,24372.00,63295.00,793,3116.45,Gen X,Low Risk (>740)
782,51,Female,37169.00,93844.00,722,3029.75,Gen X,Medium Risk (600-740)
316,36,Male,39871.00,73726.00,719,2218.94,Millennials,Medium Risk (600-740)
1192,44,Female,40026.00,70877.00,768,2124.93,Millennials,Low Risk (>740)
787,19,Female,71740.00,38238.00,767,639.61,Gen Z,Low Risk (>740)
251,21,Male,41087.00,22720.00,695,663.57,Gen Z,Medium Risk (600-740)
1351,18,Female,58579.00,94998.00,808,1946.05,Gen Z,Low Risk (>740)
490,86,Male,33426.00,1852.00,699,66.49,Boomers+,Medium Risk (600-740)
1935,23,Female,44862.00,78350.00,750,2095.76,Gen Z,Low Risk (>740)
387,34,Male,45388.00,64749.00,723,1711.88,Millennials,Medium Risk (600-740)
869,73,Male,34220.00,0.00,745,0.00,Boomers+,Low Risk (>740)
1865,19,Male,118862.00,276156.00,782,2788.00,Gen Z,Low Risk (>740)
268,20,Female,60265.00,80939.00,582,1611.66,Gen Z,High Risk (<600)
1124,45,Male,23740.00,4313.00,841,218.01,Millennials,Low Risk (>740)
721,39,Male,38386.00,74820.00,850,2338.98,Millennials,Low Risk (>740)
813,46,Male,38872.00,86648.00,585,2674.87,Gen X,High Risk (<600)
152,37,Female,49335.00,51520.00,773,1253.15,Millennials,Low Risk (>740)
1896,50,Female,40246.00,74352.00,641,2216.93,Gen X,Medium Risk (600-740)
1028,50,Male,81122.00,112394.00,682,1662.59,Gen X,Medium Risk (600-740)
922,18,Male,29265.00,37375.00,647,1532.55,Gen Z,Medium Risk (600-740)
549,51,Male,62304.00,113416.00,719,2184.44,Gen X,Medium Risk (600-740)
565,54,Male,43598.00,15891.00,757,437.39,Gen X,Low Risk (>740)
1980,54,Male,46603.00,57177.00,612,1472.27,Gen X,Medium Risk (600-740)
1494,26,Male,28931.00,34511.00,711,1431.45,Gen Z,Medium Risk (600-740)
1809,42,Female,73208.00,115827.00,664,1898.60,Millennials,Medium Risk (600-740)
637,42,Female,77288.00,46160.00,771,716.70,Millennials,Low Risk (>740)
1770,30,Male,37544.00,15489.00,703,495.07,Millennials,Medium Risk (600-740)
527,58,Male,40628.00,66552.00,636,1965.70,Gen X,Medium Risk (600-740)
1139,24,Female,31469.00,53555.00,645,2042.20,Gen Z,Medium Risk (600-740)
1459,53,Male,31369.00,0.00,707,0.00,Gen X,Medium Risk (600-740)
1544,36,Female,33339.00,83353.00,679,3000.20,Millennials,Medium Risk (600-740)
1174,25,Male,41338.00,90737.00,772,2634.00,Gen Z,Low Risk (>740)
112,54,Female,35114.00,24637.00,686,841.95,Gen X,Medium Risk (600-740)
369,39,Male,51499.00,7226.00,788,168.38,Millennials,Low Risk (>740)
994,85,Female,9795.00,396.00,771,48.51,Boomers+,Low Risk (>740)
1592,19,Male,95045.00,132371.00,708,1671.26,Gen Z,Medium Risk (600-740)
1029,66,Male,36589.00,86573.00,676,2839.31,Boomers+,Medium Risk (600-740)
1680,59,Female,58959.00,109358.00,598,2225.78,Gen X,High Risk (<600)
1052,61,Male,28210.00,22961.00,655,976.72,Boomers+,Medium Risk (600-740)
494,39,Male,56347.00,32530.00,779,692.78,Millennials,Low Risk (>740)
94,59,Female,36760.00,95755.00,593,3125.84,Gen X,High Risk (<600)
425,38,Male,59482.00,130605.00,688,2634.85,Millennials,Medium Risk (600-740)
1720,55,Female,24827.00,60261.00,590,2912.68,Gen X,High Risk (<600)
1699,67,Female,52929.00,37514.00,737,850.51,Boomers+,Medium Risk (600-740)
1495,52,Male,63433.00,122550.00,770,2318.35,Gen X,Low Risk (>740)
1005,21,Male,39485.00,144101.00,685,4379.41,Gen Z,Medium Risk (600-740)
439,33,Female,51938.00,97252.00,697,2246.96,Millennials,Medium Risk (600-740)
1285,68,Female,65298.00,18684.00,524,343.36,Boomers+,High Risk (<600)
1973,58,Female,32520.00,29433.00,731,1086.09,Gen X,Medium Risk (600-740)
448,41,Male,39472.00,82626.00,698,2511.94,Millennials,Medium Risk (600-740)
1907,37,Female,34457.00,48966.00,666,1705.29,Millennials,Medium Risk (600-740)
73,48,Male,53478.00,73030.00,674,1638.73,Gen X,Medium Risk (600-740)
1097,39,Male,32343.00,59006.00,732,2189.26,Millennials,Medium Risk (600-740)
1644,83,Male,31943.00,1248.00,686,46.88,Boomers+,Medium Risk (600-740)
967,41,Female,32789.00,47679.00,699,1744.94,Millennials,Medium Risk (600-740)
1929,29,Male,41873.00,76725.00,717,2198.79,Gen Z,Medium Risk (600-740)
1114,44,Male,37115.00,58438.00,685,1889.41,Millennials,Medium Risk (600-740)
1087,40,Female,30997.00,81716.00,722,3163.51,Millennials,Medium Risk (600-740)
95,25,Female,88554.00,142154.00,701,1926.34,Gen Z,Medium Risk (600-740)
1778,29,Male,29682.00,65845.00,659,2662.02,Gen Z,Medium Risk (600-740)
1031,61,Male,53762.00,37361.00,689,833.92,Boomers+,Medium Risk (600-740)
788,19,Female,54477.00,72241.00,802,1591.30,Gen Z,Low Risk (>740)
728,30,Female,33076.00,50117.00,721,1818.25,Millennials,Medium Risk (600-740)
1639,58,Male,49595.00,68057.00,676,1646.71,Gen X,Medium Risk (600-740)
1587,31,Male,82019.00,64583.00,695,944.90,Millennials,Medium Risk (600-740)
1883,76,Male,51942.00,22839.00,723,527.64,Boomers+,Medium Risk (600-740)
712,74,Female,29130.00,8746.00,720,360.29,Boomers+,Medium Risk (600-740)
1414,71,Female,13937.00,3854.00,783,331.84,Boomers+,Low Risk (>740)
243,20,Male,38158.00,80609.00,666,2535.01,Gen Z,Medium Risk (600-740)
146,47,Female,68710.00,201796.00,717,3524.31,Gen X,Medium Risk (600-740)
715,37,Female,100303.00,53919.00,821,645.07,Millennials,Low Risk (>740)
1489,58,Female,50980.00,87715.00,691,2064.69,Gen X,Medium Risk (600-740)
1232,18,Male,46810.00,0.00,747,0.00,Gen Z,Low Risk (>740)
842,61,Male,103185.00,206422.00,564,2400.60,Boomers+,High Risk (<600)
486,23,Male,46704.00,91946.00,810,2362.44,Gen Z,Low Risk (>740)
763,35,Male,103126.00,130160.00,642,1514.57,Millennials,Medium Risk (600-740)
154,48,Male,37468.00,73448.00,666,2352.34,Gen X,Medium Risk (600-740)
704,51,Female,112695.00,35135.00,840,374.12,Gen X,Low Risk (>740)
1409,23,Male,44181.00,82622.00,701,2244.10,Gen Z,Medium Risk (600-740)
1601,26,Female,67820.00,86177.00,628,1524.81,Gen Z,Medium Risk (600-740)
729,80,Female,24884.00,1828.00,850,88.15,Boomers+,Low Risk (>740)
1016,41,Female,553.00,740.00,719,1605.79,Millennials,Medium Risk (600-740)
1214,40,Male,72470.00,133421.00,711,2209.26,Millennials,Medium Risk (600-740)
1760,35,Female,36081.00,118151.00,682,3929.53,Millennials,Medium Risk (600-740)
927,37,Male,59375.00,0.00,729,0.00,Millennials,Medium Risk (600-740)
1667,18,Male,48491.00,158871.00,588,3931.56,Gen Z,High Risk (<600)
1796,60,Female,30867.00,12686.00,794,493.19,Gen X,Low Risk (>740)
179,33,Female,39974.00,64403.00,652,1933.35,Millennials,Medium Risk (600-740)
395,39,Male,49611.00,110543.00,739,2673.83,Millennials,Medium Risk (600-740)
513,24,Male,35856.00,73257.00,712,2451.71,Gen Z,Medium Risk (600-740)
187,35,Female,35760.00,62768.00,830,2106.31,Millennials,Low Risk (>740)
491,40,Male,27013.00,58806.00,651,2612.34,Millennials,Medium Risk (600-740)
1153,63,Male,58006.00,20196.00,774,417.81,Boomers+,Low Risk (>740)
377,80,Female,39110.00,363.00,750,11.14,Boomers+,Low Risk (>740)
850,38,Female,40087.00,17392.00,712,520.63,Millennials,Medium Risk (600-740)
1186,46,Male,35891.00,87749.00,577,2933.85,Gen X,High Risk (<600)
1694,83,Female,74753.00,1585.00,726,25.44,Boomers+,Medium Risk (600-740)
716,31,Male,26511.00,21869.00,769,989.88,Millennials,Low Risk (>740)
1131,76,Male,19682.00,0.00,683,0.00,Boomers+,Medium Risk (600-740)
1719,81,Female,23217.00,2559.00,616,132.27,Boomers+,Medium Risk (600-740)
